Company,Name Gara,Address,Phone,Province,Brand,Liên kết
Gara ô tô Quốc Trung,Gara ô tô Quốc Trung,"Xã Nghĩa Phúc, TX Nghĩa Lộ, Yên Bái",,Yên Bái,Multibrand,PJICO
Gara ô tô Văn Huy,Gara ô tô Văn Huy,"Tổ 7, P. Cầu Thia, Thị xã Nghĩa Lộ, Yên Bái",,Yên Bái,Multibrand,PJICO
Gara ô tô Đức Thắng,Gara ô tô Đức Thắng,"Tổ 11, TT Yên Thế, Lục Yên, Yên Bái",,Yên Bái,Multibrand,PJICO
Công ty TNHH TM ô tô Vina Hòa Bình,Công ty TNHH TM ô tô Vina Hòa Bình,"Tổ 4, TT Yên Bình, huyện Yên Bình, Yên Bái",,Yên Bái,Multibrand,PJICO
CN HÒA BÌNH - CTCP Ô TÔ TRƯỜNG HẢI,CN HÒA BÌNH - CTCP Ô TÔ TRƯỜNG HẢI,"Phố Ngọc, Trung Minh, TP Hòa Bình, Hòa Bình",938907631,Hòa Bình,Multibrand,PJICO
GARA Ô TÔ TRƯỜNG HẢI,GARA Ô TÔ TRƯỜNG HẢI,"Phố Ngọc, Trung Minh, TP Hòa Bình, Hòa Bình",938907631,Hòa Bình,Multibrand,PJICO
CT TNHH TMDV & CK BA ĐÌNH,CT TNHH TMDV & CK BA ĐÌNH,"367 Tổ 6, Nguyễn Khang, P.Yên Hòa, Q.Cầu Giấy, TP.Hà Nội",985866002,Hà Nội,Multibrand,PJICO
GARA Ô TÔ DISA,GARA Ô TÔ DISA,"Số 33, Ngõ 78 Kim Hoa,P. Kim Liên, Q.Đống Đa, TP.Hà Nội",971890491,Hà Nội,Multibrand,PJICO
CT TNHH MTV KD Ô TÔ THANH XUÂN,CT TNHH MTV KD Ô TÔ THANH XUÂN,"Nguyễn Xiển, Thanh Xuân, Hà Nội",2435525525,Hà Nội,Multibrand,PJICO
CT TNHH TOYOTA HÀ ĐÔNG,TOYOTA HÀ ĐÔNG,"Do Lộ, Yên Nghĩa, Hà Đông, Hà Nội",2433535858,Hà Nội,Toyota,PJICO
CT TNHH TOYOTA LONG BIÊN,TOYOTA LONG BIÊN,"7-8 Nguyễn văn Linh, Long Biên,Hà nội",2403636363,Hà Nội,Toyota,PJICO
CT TNHH TOYOTA IDMC HOÀI ĐỨC,TOYOTA IDMC HOÀI ĐỨC,"Lai xá, Hoài Đức, Hà Nội",2433866633,Hà Nội,Toyota,PJICO
CT TNHH MTV KD Ô TÔ THĂNG LONG,CT TNHH MTV KD Ô TÔ THĂNG LONG,"105 Láng Hạ, Đống Đa, Hà Nội",2438561454,Hà Nội,Multibrand,PJICO
CT CP NACEN SERUCE,CT CP NACEN SERUCE,"Cụm CN Nhỏ và Vừa Từ Liêm, Hà Nội",2437856818,Hà Nội,Multibrand,PJICO
CT CP XNL CN NACENIMEX,CT CP XNL CN NACENIMEX,"103, Nguyễn Toản, Thanh xuân",2435401888,Hà Nội,Multibrand,PJICO
CT CP DV XTM THUẬN HÀ,CT CP DV XTM THUẬN HÀ,"98, Nguyễn Chánh",2437840999,Hà Nội,Multibrand,PJICO
CT TTH ĐT XTM ĐÔNG THÀNH,CT TTH ĐT XTM ĐÔNG THÀNH,"280 Nguyễn xiển, Hà Nội",988384918,Hà Nội,Multibrand,PJICO
CT CPTM ĐT TRANG AN,CT CPTM ĐT TRANG AN,"568 Đường Láng, Hà Nội",2439760666,Hà Nội,Multibrand,PJICO
CT CP ĐT TM QUANG ĐỨC,CT CP ĐT TM QUANG ĐỨC,"1075, Giải Phóng, Hà Nội",2436421622,Hà Nội,Multibrand,PJICO
CT TNHH Ô TÔ HYUNDAI GP,HYUNDAI GP,"510, Ngọc Hồi, Thanh Tú, Hà Nội",2436815701,Hà Nội,Hyundai,PJICO
CÔNG TY TNHH TOYOTA CẦN THƠ - CN AN GIANG,TOYOTA CẦN THƠ - CN AN GIANG,"1785 Trần Hưng Đạo, phường Mỹ Quý, Tp Long Xuyên, An Giang",0296 3818818,An Giang,Toyota,PJICO
CÔNG TY CP ĐT&TM TÂY FORD - CN AN GIANG,FORD - CN AN GIANG,"26/2A Trần Hưng Đạo, phường Mỹ Thới, Tp Long Xuyên, An Giang",0296 3933151,An Giang,Ford,PJICO
CHI NHÁNH AN GIANG - CÔNG TY CP Ô TÔ TRƯỜNG HẢI,CHI NHÁNH AN GIANG - CÔNG TY CP Ô TÔ TRƯỜNG HẢI,"46 Trần Hưng Đạo, phường Mỹ Thới, Tp Long Xuyên, An Giang",0296 3935802,An Giang,Multibrand,PJICO
HYUNDAI AN GIANG (CÔNG TY TNHH TM VÀ DV PHÚC ANH),CÔNG TY TNHH TM VÀ DV PHÚC ANH,"khóm Trung Hưng, phường Mỹ Thới, Tp Long Xuyên, An Giang",944968496,An Giang,Hyundai,PJICO
SUZUKI AN GIANG ( CÔNG TY TNHH MTV SONG HÀO AN GIANG),CÔNG TY TNHH MTV SONG HÀO AN GIANG,"20/4 Trần Hưng Đạo, phường Mỹ Thới, Tp Long Xuyên, An Giang",0296 3913 220,An Giang,Suzuki,PJICO
MITSUBISHI AN GIANG (CÔNG TY TNHH TM&DV PHÚ KHANG),CÔNG TY TNHH TM&DV PHÚ KHANG,"2699 Trần Hưng Đạo, phường Mỹ Thạnh, Tp Long Xuyên, An Giang",0296 3933337,An Giang,Mitsubishi,PJICO
Garage Quang Đăng ( Nguyễn Quang Đăng ),Nguyễn Quang Đăng,"42, Lê Duẩn, phường 6, TP Tuy Hòa, Phú Yên",0905.209.817,Phú Yên,Multibrand,PJICO
Phụ tùng ô tô Nam,Phụ tùng ô tô Nam,"196B, Nguyễn Tất Thành, phường 8, TP Tuy Hòa, Phú Yên",0903.583.981,Phú Yên,Multibrand,PJICO
HTX NN dịch vụ tổng hợp Toàn An,HTX NN dịch vụ tổng hợp Toàn An,"34, Nguyễn Huệ, phường 5, TP Tuy Hòa, Phú Yên",0987.481.050,Phú Yên,Multibrand,PJICO
Garage ô tô Mạnh ( Nguyễn Công Mạnh ),Nguyễn Công Mạnh,"Km 7, xã An Phú, TP Tuy Hòa, Phú Yên",0906.429.079,Phú Yên,Multibrand,PJICO
Phụ tùng ô tô Tân Minh Hoàng,Phụ tùng ô tô Tân Minh Hoàng,"KP Phước Hậu 3, phường 9, TP Tuy Hòa, Phú Yên.",0903.584.919,Phú Yên,Multibrand,PJICO
Garage ô tô Thành Hưng ( Huỳnh Minh Hưng ),Huỳnh Minh Hưng,"KP 3, phường Phú Thạnh, TP Tuy Hòa, Phú Yên",0987.050.539,Phú Yên,Multibrand,PJICO
Garage Phong ( Nguyễn Thanh Phong ),Nguyễn Thanh Phong,"Chính Nghĩa, An Phú, TP Tuy Hòa, Phú Yên",0948.630.342,Phú Yên,Multibrand,PJICO
DNTN Đức Nhuận,DNTN Đức Nhuận,"Lô F5, Hòa An, Phú Hòa, Phú Yên",0914.004.990,Phú Yên,Multibrand,PJICO
Lê Hùng Cường,Lê Hùng Cường,"Nguyễn Trung Trực Phường 8, TP Tuy Hòa, Phú Yên",0373.664.069,Phú Yên,Multibrand,PJICO
Garage Hậu Cần,Garage Hậu Cần,"Nguyễn Trung Trực Phường 8, TP Tuy Hòa, Phú Yên",0373.664.069,Phú Yên,Multibrand,PJICO
Garage Văn Hùng ( Nguyễn Văn Hùng ),Nguyễn Văn Hùng,"QL1A, Phú Mỹ, An Dân, Tuy An, Phú Yên",0968.998.175,Phú Yên,Multibrand,PJICO
Nguyễn Ngọc Cường,Nguyễn Ngọc Cường,"Phước Lương, An Cứ, Tuy An, Phú Yên",0985.973.260,Phú Yên,Multibrand,PJICO
Công ty TNHH Toyota Phú Yên,Toyota Phú Yên,"233, Hùng Vương, TP Tuy Hòa, Phú Yên",01800 78 9999,Phú Yên,Toyota,PJICO
Công ty CP kỹ thuật và Ô tô Trường Long,Công ty CP kỹ thuật và Ô tô Trường Long,"Phường Tân Tạo A, Q.Bình Tân, TP HCM",0906.72.01.01,Tp Hcm,Multibrand,PJICO
Công ty TNHH cơ khí xây dựng TM Vạn Kiến Thành,Công ty TNHH cơ khí xây dựng TM Vạn Kiến Thành,"258, Lạc Long Quân, F.Trần Quang Diệu, TP Quy Nhơn, Bình Định",0903.974.661,Bình Định,Multibrand,PJICO
Cty TNHH TM DV Ô tô Văn Hiếu,Cty TNHH TM DV Ô tô Văn Hiếu,"280/85A, Bùi Hữu Nghĩa, phường 2 Bình Thạnh, Tp Hồ Chí Minh",,Tp Hcm,Multibrand,PJICO
CN Đồng Tháp - Công ty Cổ phần Ô tô Trường Hải,CN Đồng Tháp - Công ty Cổ phần Ô tô Trường Hải,"Số 318, Ql 30, phường Phú Mỹ, thành phố Cao Lãnh, tỉnh Đồng Tháp",937780786,Đồng Tháp,Multibrand,PJICO
Cty Cp Tm XNK Huy Tiến Dũng,Cty Cp Tm XNK Huy Tiến Dũng,"Số 48, Ql 80, phường 2, Sa Đéc, Đồng Tháp",777076067,Đồng Tháp,Multibrand,PJICO
Gara VŨ AN,Gara VŨ AN,"177 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP.HCM",,Tp Hcm,Multibrand,PVI
MISUBISHI NAM SÀI GÒN,MISUBISHI NAM SÀI GÒN,"Lầu 9 Tòa nhà Vietcomreal, 68 Nguyễn Huệ, P.Bến Nghé, Quận 1, TP.HCM",,Tp Hcm,Mitsubishi,PVI
ISUZU Vân Nam,ISUZU Vân Nam,"522 Quốc lộ 13, KP6, P.Hiệp Bình Phước, Quận Thủ Đức, TP.HCM",,Tp Hcm,Isuzu,PVI
Sài Gòn Ford,Sài Gòn Ford,"61A Cao Thắng, Phường 3, Quận 3, TP.HCM",2838442947,Tp Hcm,Ford,PVI
Nissan Sài Gòn,Nissan Sài Gòn,"816 Sư Vạn Hạnh, Phường 12, Quận 10, TP.HCM",028 38 633 222,Tp Hcm,Nissan,PVI
CHEVROLET Việt Long,CHEVROLET Việt Long,"936 Quốc lộ 1A, phường Thạnh Xuân, quận 12, TP.HCM",,Tp Hcm,Chevrolet,PVI
TOYOTA Phú Mỹ Hưng,TOYOTA Phú Mỹ Hưng,"806 Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TP.HCM",028 5410 2626,Tp Hcm,Toyota,PVI
TOYOTA Phú Mỹ Hưng – CN Quận 7,TOYOTA Phú Mỹ Hưng – CN Quận 7,"65 đường số 2, tổ 9 KDC Ven Sông, KP1, P.Tân Phong, Quận 7, TP.HCM",,Tp Hcm,Toyota,PVI
Volkswagen Sài Gòn,Volkswagen Sài Gòn,"– 120 Trần Hưng Đạo, phường Phạm Ngũ Lão, quận 1, TP.HCM– Số 06 Trường Chinh, phường 15, quận Tân Bình, TP.HCM",028 73 006 786,Tp Hcm,Volkswagen,PVI
Gara Saigon AutoMax,Gara Saigon AutoMax,"56A An Dương Vương, P16, Quận 8, TP.HCM",,Tp Hcm,Multibrand,PVI
HYUNDAI Việt Hàn,HYUNDAI Việt Hàn,"7/309 Quốc lộ 13, khu phố 5 – Quận Thủ Đức – TP.Hồ Chí Minh",,Tp Hcm,Hyundai,PVI
Gara Quê Hương,Gara Quê Hương,"129 Nguyễn Hữu Cảnh, Phường 22, Q Bình Thạnh, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Thuận Phát,Gara Thuận Phát,"306/2 Phạm Hùng, P5, Q8, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Ô tô Phát Đại Lợi,Gara Ô tô Phát Đại Lợi,"103 Lý Chiêu Hoàng, P 10, Q.6, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Ô tô Miền Đông,Gara Ô tô Miền Đông,"2450 Quốc lộ 1A, phường Trung Mỹ Tây, quận 12, TP.HCM",,Tp Hcm,Multibrand,PVI
Hino Đại Phát Tín,Hino Đại Phát Tín,"1286 Quốc lộ 1A, phường Thới An, quận 12, TP.HCM",,Tp Hcm,Hino,PVI
GARA SAFOMEC,GARA SAFOMEC,"324 Hồ Ngọc Lãm, P.An Lạc, Quận Bình Tân, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Minh Phát,Gara Minh Phát,"289 Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Auto Phú Mỹ,Gara Auto Phú Mỹ,"714 Huỳnh Tấn Phát, P.Tân Phú, Quận 7, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Đức Tín,Gara Đức Tín,"339 Quốc lộ 13, P.Hiệp Bình Phước, Q.Thủ Đức, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Anycar – CN Lương Định Của,Gara Anycar – CN Lương Định Của,"250 Lương Định Của, Phường An Phú, Quận 2, TP.Hồ Chí Minh",,Tp Hcm,Multibrand,PVI
Gara Bá Thành,Gara Bá Thành,"463 Phan Văn Trị, Phường 7, Quận Gò Vấp, TP.HCM",,Tp Hcm,Multibrand,PVI
ISUZU H&T,ISUZU H&T,"765 Trường Chinh, phường Tây Thạnh, quận Tân Phú, TP.Hồ Chí Minh",,Tp Hcm,Isuzu,PVI
Vinfast An Thái,Vinfast An Thái,"464 Kinh Dương Vương, phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh",,Tp Hcm,Chevrolet,PVI
ISUZU Mai Linh,ISUZU Mai Linh,"1691/3N Quốc lộ 1A, KP3, P.An Phú Đông, Quận 12, TP.HCM",,Tp Hcm,Isuzu,PVI
Suzuki Phổ Quang,Suzuki Phổ Quang,"Số 2, đường Phổ Quang, Phường 2, QuậnTân Bình, TP.HCM",,Tp Hcm,Suzuki,PVI
Hyundai Nam Phát,Hyundai Nam Phát,"06 Xa lộ Hà Nội, P.Bình Thắng, TX Dĩ An, tỉnh Bình Dương",,Tp Hcm,Hyundai,PVI
"KIA, Mazda Tân Sơn Nhất","KIA, Mazda Tân Sơn Nhất","Số 07 Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TP. Hồ Chí Minh",,Tp Hcm,Multibrand,PVI
Toyota Đông Sài Gòn – CN Quận 9,Toyota Đông Sài Gòn – CN Quận 9,"850 Xa lộ Hà Nội, phường Hiệp Phú, Quận 9, TP.HCM",,Tp Hcm,Toyota,PVI
Hyundai Kinh Dương Vương,Hyundai Kinh Dương Vương,"701 Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",,Tp Hcm,Hyundai,PVI
Hyundai Gia Định,Hyundai Gia Định,"66 Phổ Quang, phường 2, quận Tân Bình, TP.HCM",0 – Hotline: 0899.49.04.07,Tp Hcm,Hyundai,PVI
FORD Phú Mỹ,FORD Phú Mỹ,"Lô B1, Đường C2, Khu Công nghiệp Cát Lái 2, Phường Thạnh Mỹ Lợi, Quận 2, TP Hồ Chí Minh",,Tp Hcm,Ford,PVI
Range Rover,Range Rover,"Lô B1, Đường C2, Khu Công Nghiệp Cát Lái, Phường Thạnh Mỹ Lợi, Quận 2, TP Hồ Chí Minh",,Tp Hcm,Range,PVI
Chevrolet Trường Chinh,Chevrolet Trường Chinh,"38 Chế Lan Viên, phường Tây Thạnh, Quận Tân Phú, TP.HCM",,Tp Hcm,Chevrolet,PVI
Hino Sao Bắc,Hino Sao Bắc,"Lô EB 16, Khu E, KCN Hiệp Phước, Xã Hiệp
Phước, Huyện Nhà Bè, TP.HCM",,Tp Hcm,Hino,PVI
Hino Sao Bắc – Chi nhánh Thủ Đức,Hino Sao Bắc – Chi nhánh Thủ Đức,"120/7B Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, TP.HCM",,Tp Hcm,Hino,PVI
Hyundai Phú Lâm,Hyundai Phú Lâm,"D6/28 Quốc lộ 1A, KP 4, thị trấn Tân Túc, huyện Bình Chánh, TP.HCM",,Tp Hcm,Hyundai,PVI
Gara Ô tô Kim,Gara Ô tô Kim,"136 Mai Chí Thọ, Phường An Phú, Quận 2,TP.HCM",,Tp Hcm,Multibrand,PVI
Gara XNK Thần Châu,Gara XNK Thần Châu,"171 Điện Biên Phủ, P15, Q Bình Thạnh, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Sư Tử Vàng,Gara Sư Tử Vàng,"651 Quốc lộ 1A, KP3, P Linh Xuân, Thủ Đức,TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Vũ Phi Long,Gara Vũ Phi Long,"5/15 Đường số 6, Ấp 4, xã Bình Hưng, huyện Bình Chánh, TP.HCM",,Tp Hcm,Multibrand,PVI
Chevrolet Vạn Hạnh,Chevrolet Vạn Hạnh,"47/6 Kênh Tân Hóa, P.Tân Thới Hòa, Q.Tân Phú, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Tiên Phong,Gara Tiên Phong,"2A Phan Văn Trị, Phường 10, Quận Gò Vấp, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Bình Lâm – Bình Triệu,Gara Bình Lâm – Bình Triệu,"315 Quốc lộ 13, P.Hiệp Bình Phước, Quận Thủ Đức, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Bình An,Gara Bình An,"936 Âu Cơ, phương 14, quận Tân Bình, TP.HCM",,Tp Hcm,Multibrand,PVI
"KIA, Mazda Thảo Điền","KIA, Mazda Thảo Điền","Số 3 Quốc Hương, Phường Thảo Điền, Quận 2, TP.Hồ Chí Minh",,Tp Hcm,Kia,PVI
HONDA Phước Thành,HONDA Phước Thành,1250 – 1252 Võ Văn Kiệt – P10 – Q5 – TP.HCM,,Tp Hcm,Honda,PVI
Hyundai Ngọc An,Hyundai Ngọc An,"327 Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, TP. HCM",,Tp Hcm,Hyundai,PVI
Suzuki Phương Nam – Suzuki Ngôi Sao,Suzuki Phương Nam – Suzuki Ngôi Sao,"510 Quốc lộ 13, P.Hiệp Bình Phước, Q. Thủ Đức, TP.HCM",,Tp Hcm,Suzuki,PVI
NISSAN GÒ VẤP,NISSAN GÒ VẤP,"786B Nguyễn Kiệm, P3, Q. Gò Vấp, TP.HCM",,Tp Hcm,Nissan,PVI
Hyundai Trường Chinh,Hyundai Trường Chinh,"06 Trường Chinh, Phường 15, Quận Tân Bình, TP.HCM",,Tp Hcm,Hyundai,PVI
Mitsubishi Satsco,Mitsubishi Satsco,"01A Hồng Hà, phường 2, quận Tân Bình, TP.HCM",,Tp Hcm,Mitsubishi,PVI
ISUZU Tây Bắc Sài Gòn,ISUZU Tây Bắc Sài Gòn,"43/7A Ấp Xuân Thới Đông 2, xã Xuân Thới Đông, huyện Hóc Môn, TP.Hồ Chí Minh",,Tp Hcm,Isuzu,PVI
Mercedes Haxaco Võ Văn Kiệt,Mercedes Haxaco Võ Văn Kiệt,"2008 Võ Văn Kiệt, P.An Lạc, Quận Bình Tân, TP.HCM",,Tp Hcm,Mercedes,PVI
"Mitsubishi Isamco và Isamco Bình
Triệu","Mitsubishi Isamco và Isamco Bình
Triệu","– 139 Cô Giang, Phường Cô Giang, Quận 1,
TP.HCM
– 79-81 (số cũ 6/6) Quốc lộ 13, P.Hiệp Bình
Chánh, Quận Thủ Đức, TP.HCM",,Tp Hcm,Mitsubishi,PVI
GARA Ô tô Việt,GARA Ô tô Việt,"269 Lê Trọng Tấn, P Tây Thạnh,Quận Tân Phú, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Ô tô Tuấn Anh,Gara Ô tô Tuấn Anh,"140/66/38 Bình Quới, P27, Q Bình Thạnh, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Anh Đức,Gara Anh Đức,"445 Trần Xuân Soạn, P.Tân Kiểng, Q.7, TP.HCM",,Tp Hcm,Multibrand,PVI
GARA Phương Bảo Minh,GARA Phương Bảo Minh,"375-377 Tây Thạnh, P. Tây Thạnh, Q. Tân Phú, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Chiến Phát,Gara Chiến Phát,"06B Tỉnh lộ 835, Ấp 3A, xã Phước Lợi, huyện Bến Lức, tỉnh Long An",,Tp Hcm,Multibrand,PVI
Gara Vinh Quang,Gara Vinh Quang,"464 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Cơ khí Khánh Đạt,Gara Cơ khí Khánh Đạt,"119/08 KP Tây A, P.Đông Hòa, TX Dĩ An, tỉnh Bình Dương",,Tp Hcm,Multibrand,PVI
Gara AnyCar,Gara AnyCar,"06 Trường Chinh, Phường 15, Quận Tân Bình, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Lâm Phúc Minh,Gara Lâm Phúc Minh,"58 Tân Thới Nhất 14, Phường Tân Thới Nhất, Quận 12, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Minh Nguyệt,Gara Minh Nguyệt,"– Địa chỉ xưởng 1: 241 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP.Hồ Chí Minh
– Địa chỉ xưởng 2: 722 Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TP.Hồ Chí Minh",,Tp Hcm,Multibrand,PVI
Gara Tân Thế giới ô tô,Gara Tân Thế giới ô tô,"783 Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TP.Hồ Chí Minh",,Tp Hcm,Multibrand,PVI
Gara Hoàng Phi Hải,Gara Hoàng Phi Hải,"20G/1 đường Ht 17, KP2, P.Hiệp Thành, Quận 12, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Thuận Tiến Phát,Gara Thuận Tiến Phát,"104 Tân Sơn, Phường 15, Quận Tân Bình, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara 79,Gara 79,"Khu C30 lô B5 Thành Thái, phường 14, Quận 10, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Thiên Hải,Gara Thiên Hải,"93 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Minh Đạt,Gara Minh Đạt,"204/24 Quốc lộ 13, Phường 26, Quận Bình Thạnh, TP.HCM",,Tp Hcm,Multibrand,PVI
Mitsubishi Phương Nguyên,Mitsubishi Phương Nguyên,"63 Bis Võ Văn Kiệt, phường An Lạc, Q. Bình Tân, TP. HCM",,Tp Hcm,Mitsubishi,PVI
Suzuki Đại Việt,Suzuki Đại Việt,"438 Nguyễn Duy Trinh, P Bình Trưng Đông, Quận
2, TP.HCM",,Tp Hcm,Suzuki,PVI
Toyota An Thành Fukushima,Toyota An Thành Fukushima,"C4/4B Khu phố 3, Đường Bùi Thanh Khiết, TT. Tân Túc, huyện Bình Chánh, TP.HCM",,Tp Hcm,Toyota,PVI
Honda Kim Thanh,Honda Kim Thanh,"Số 6, Đường 3/2, P15, Q.11, TP.HCM",08 38662222,Tp Hcm,Honda,PVI
City Ford,City Ford,"218 Quốc lộ 13, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP.HCM",028 3726 3626,Tp Hcm,Ford,PVI
TOYOTA Tân Cảng,TOYOTA Tân Cảng,"220B Bis Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TP.HCM",,Tp Hcm,Toyota,PVI
Nissan Miền Tây,Nissan Miền Tây,"54 Kinh Dương Vương, Phường 13, Quận 6, TP Hồ Chí Minh",,Tp Hcm,Nissan,PVI
TOYOTA Hùng Vương,TOYOTA Hùng Vương,"26 Kinh Dương Vương, Phường 13, Quận 6, TP HCM",,Tp Hcm,Toyota,PVI
TOYOTA Lý Thường Kiệt- CN Tân Phú,TOYOTA Lý Thường Kiệt- CN Tân Phú,188 Lê Trọng Tấn – P.Tây Thạnh – Q.Tân Phú – TP.HCM,,Tp Hcm,Toyota,PVI
TOYOTA Lý Thường Kiệt,TOYOTA Lý Thường Kiệt,"151A Lý Thường Kiệt, P6, Q.Tân Bình, Tp.HCM",0(08) 39713838,Tp Hcm,Toyota,PVI
Tây Ford,Tây Ford,"530 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM",,Tp Hcm,Ford,PVI
Hyundai Phú Mỹ,Hyundai Phú Mỹ,"Lô D3, đường D1, KCN Cát Lái, Q2, TP.HCM",,Tp Hcm,Hyundai,PVI
Bến Thành Ford,Bến Thành Ford,"831 Trường Chinh, phường Tây Thạnh, Quận Tân Phú, TP.Hồ Chí Minh",2838157979,Tp Hcm,Ford,PVI
Honda Quận 7,Honda Quận 7,"Nhà A, Khu chức năng số 4, Trung tâm Thương mại ven sông Tân Phong, đường Nguyễn Văn Linh, phường Tân Phong, quận 7, TP.HCM",2839168888,Tp Hcm,Honda,PVI
Honda Cộng Hòa,Honda Cộng Hòa,"18 Cộng Hòa, P.4, Q. Tân Bình, TP.HCM",,Tp Hcm,Honda,PVI
Subaru Quận 12,Subaru Quận 12,"65/1A Lê Thị Riêng, KP2, Phường Thới An, Quận 12, TP.HCM",,Tp Hcm,Subaru,PVI
Subaru Minh Thanh – Phú Mỹ,Subaru Minh Thanh – Phú Mỹ,"Lô D3 Đường D1, KCN Cát Lái, Phường Thạnh Mỹ Lợi, Quận 2, TP.HCM",,Tp Hcm,Subaru,PVI
Gara Thanh Hậu,Gara Thanh Hậu,"520A Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara xe tải Ô tô Miền Nam,Gara xe tải Ô tô Miền Nam,"68 Quốc lộ 1A, P.An Phú Đông, Quận 12, TP.Hồ Chí Minh",,Tp Hcm,Multibrand,PVI
Gara Tiến Phát,Gara Tiến Phát,"Số 40 đường số 40, Phường Thảo Điền, quận 2, TP.Hồ Chí Minh",903385977,Tp Hcm,Multibrand,PVI
Gara Easy Car,Gara Easy Car,"824 Quốc lộ 13, Phường Hiệp Bình Phước, Quận
Thủ Đức, TP.HCM",,Tp Hcm,Multibrand,PVI
TOYOTA An Sương,TOYOTA An Sương,"382 QL.22, P.Trung Mỹ Tây, Q.12, Tp.HCM",,Tp Hcm,Toyota,PVI
Toyota An Sương – CN Trường Chinh,Toyota An Sương – CN Trường Chinh,"113 Trường Chinh, P.TTN, Q.12, TP HCM",,Tp Hcm,Toyota,PVI
Honda Phát Tiến,Honda Phát Tiến,"136D đường Mai Chí Thọ, phường An Phú, Quận 2, TP.HCM",2836362121,Tp Hcm,Honda,PVI
TOYOTA Bến Thành,TOYOTA Bến Thành,"262 Trần Hưng Đạo, Quận 1, TP.HCM",,Tp Hcm,Toyota,PVI
Toyota Bến Thành – CN Chương Dương,Toyota Bến Thành – CN Chương Dương,"326 Võ Văn Kiệt, phường Cô Giang, Quận 1, TP.HCM",,Tp Hcm,Toyota,PVI
Gia Định Ford,Gia Định Ford,"900 Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, TP.HCM",,Tp Hcm,Ford,PVI
Gara Hưng Thịnh,Gara Hưng Thịnh,"Số 369 Cây Trâm, phường 8, Quận Gò Vấp, TP.HCM",,Tp Hcm,Multibrand,PVI
Gara Tuấn Sen,Gara Tuấn Sen,"43/6 Đường 17, KP5, phường Linh Trung, quận Thủ Đức, TP.HCM",,Tp Hcm,Multibrand,PVI
CÔNG TY TNHH TOYOTA HÀ ĐÔNG,TOYOTA HÀ ĐÔNG,"977-979 Quang Trung kéo dài, Yên Nghĩa, Hà
 Đông, Hà Nội",2433535858,Hà Nội,Toyota,Bảo Minh
"CÔNG TY CỔ PHẦN TOYOTA THÁI HOÀ TỪ
 LIÊM","TOYOTA THÁI HOÀ TỪ
 LIÊM","Số 02 Ngọc Trục, P. Mộ Lao, Q. Nam Từ Liêm, Hà
 Nội",243354888,Hà Nội,Toyota,Bảo Minh
"CÔNG TY CỔ PHẦN TOYOTA IDMC HOÀI
 ĐỨC","TOYOTA IDMC HOÀI
 ĐỨC","Thị trấn trạm Trôi, Hoài Đức, Hà Nội",2433866633,Hà Nội,Toyota,Bảo Minh
